id,active,added_by,added_date,migration_id,login_blocked,login_channel,last_login_date,request_attempt,last_modified_by,login_block_date,login_block_mode,customer_login_id,last_modified_date,login_block_remarks,accessible_channel_id,old_login_access_channel_id,updated_at
1323,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1101,,,1,,2024-08-07 07:05:24.452
1324,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1102,,,1,,2024-08-07 07:05:24.452
1325,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1103,,,1,,2024-08-07 07:05:24.452
1326,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1104,,,1,,2024-08-07 07:05:24.452
1327,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1105,,,1,,2024-08-07 07:05:24.452
1328,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1106,,,1,,2024-08-07 07:05:24.452
1329,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1107,,,1,,2024-08-07 07:05:24.452
1330,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1108,,,1,,2024-08-07 07:05:24.452
1331,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1109,,,1,,2024-08-07 07:05:24.452
1332,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1110,,,1,,2024-08-07 07:05:24.452
1333,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1111,,,1,,2024-08-07 07:05:24.452
1334,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1112,,,1,,2024-08-07 07:05:24.452
1335,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1113,,,1,,2024-08-07 07:05:24.452
1336,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1114,,,1,,2024-08-07 07:05:24.452
1337,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1115,,,1,,2024-08-07 07:05:24.452
1338,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1116,,,1,,2024-08-07 07:05:24.452
1339,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1117,,,1,,2024-08-07 07:05:24.452
1340,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1118,,,1,,2024-08-07 07:05:24.452
1341,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1119,,,1,,2024-08-07 07:05:24.452
1342,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1120,,,1,,2024-08-07 07:05:24.452
1343,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1121,,,1,,2024-08-07 07:05:24.452
1344,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1122,,,1,,2024-08-07 07:05:24.452
1345,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1123,,,1,,2024-08-07 07:05:24.452
1346,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1124,,,1,,2024-08-07 07:05:24.452
1347,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1125,,,1,,2024-08-07 07:05:24.452
1348,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1126,,,1,,2024-08-07 07:05:24.452
1349,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1127,,,1,,2024-08-07 07:05:24.452
1350,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1128,,,1,,2024-08-07 07:05:24.452
1351,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1129,,,1,,2024-08-07 07:05:24.452
1352,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,1,,,,1130,,,1,,2024-08-07 07:05:24.452
1353,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1131,,,1,,2024-08-07 07:05:24.452
1354,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1132,,,1,,2024-08-07 07:05:24.452
1355,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1133,,,1,,2024-08-07 07:05:24.452
1356,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1134,,,1,,2024-08-07 07:05:24.452
1357,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1135,,,1,,2024-08-07 07:05:24.452
1358,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1136,,,1,,2024-08-07 07:05:24.452
1359,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1137,,,1,,2024-08-07 07:05:24.452
1360,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1138,,,1,,2024-08-07 07:05:24.452
1361,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1139,,,1,,2024-08-07 07:05:24.452
1362,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1140,,,1,,2024-08-07 07:05:24.452
1363,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1141,,,1,,2024-08-07 07:05:24.452
1364,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1142,,,1,,2024-08-07 07:05:24.452
1365,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1143,,,1,,2024-08-07 07:05:24.452
1366,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1144,,,1,,2024-08-07 07:05:24.452
1367,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1145,,,1,,2024-08-07 07:05:24.452
1368,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1146,,,1,,2024-08-07 07:05:24.452
1369,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1147,,,1,,2024-08-07 07:05:24.452
1370,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1148,,,1,,2024-08-07 07:05:24.452
1371,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1149,,,1,,2024-08-07 07:05:24.452
1372,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1150,,,1,,2024-08-07 07:05:24.452
1373,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1151,,,1,,2024-08-07 07:05:24.452
1374,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1152,,,1,,2024-08-07 07:05:24.452
1375,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1153,,,1,,2024-08-07 07:05:24.452
1376,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1154,,,1,,2024-08-07 07:05:24.452
1377,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1155,,,1,,2024-08-07 07:05:24.452
1378,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1156,,,1,,2024-08-07 07:05:24.452
1379,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1157,,,1,,2024-08-07 07:05:24.452
1380,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1158,,,1,,2024-08-07 07:05:24.452
1381,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1159,,,1,,2024-08-07 07:05:24.452
1382,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1160,,,1,,2024-08-07 07:05:24.452
1383,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1161,,,1,,2024-08-07 07:05:24.452
1384,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1162,,,1,,2024-08-07 07:05:24.452
1385,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1163,,,1,,2024-08-07 07:05:24.452
1386,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1164,,,1,,2024-08-07 07:05:24.452
1387,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1165,,,1,,2024-08-07 07:05:24.452
1388,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1166,,,1,,2024-08-07 07:05:24.452
1389,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1167,,,1,,2024-08-07 07:05:24.452
1390,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1168,,,1,,2024-08-07 07:05:24.452
1391,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1169,,,1,,2024-08-07 07:05:24.452
1392,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1170,,,1,,2024-08-07 07:05:24.452
1393,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1171,,,1,,2024-08-07 07:05:24.452
1394,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1172,,,1,,2024-08-07 07:05:24.452
1395,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1173,,,1,,2024-08-07 07:05:24.452
1396,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1174,,,1,,2024-08-07 07:05:24.452
1397,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1175,,,1,,2024-08-07 07:05:24.452
1398,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1176,,,1,,2024-08-07 07:05:24.452
1399,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1177,,,1,,2024-08-07 07:05:24.452
1400,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1178,,,1,,2024-08-07 07:05:24.452
1401,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1179,,,1,,2024-08-07 07:05:24.452
1402,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1180,,,1,,2024-08-07 07:05:24.452
1403,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1181,,,1,,2024-08-07 07:05:24.452
1404,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1182,,,1,,2024-08-07 07:05:24.452
1405,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1183,,,1,,2024-08-07 07:05:24.452
1406,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1184,,,1,,2024-08-07 07:05:24.452
1407,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1185,,,1,,2024-08-07 07:05:24.452
1408,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1186,,,1,,2024-08-07 07:05:24.452
1409,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1187,,,1,,2024-08-07 07:05:24.452
1410,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1188,,,1,,2024-08-07 07:05:24.452
1411,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1189,,,1,,2024-08-07 07:05:24.452
1412,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1190,,,1,,2024-08-07 07:05:24.452
1413,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1191,,,1,,2024-08-07 07:05:24.452
1414,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1192,,,1,,2024-08-07 07:05:24.452
1415,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1193,,,1,,2024-08-07 07:05:24.452
1416,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1194,,,1,,2024-08-07 07:05:24.452
1417,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1195,,,1,,2024-08-07 07:05:24.452
1418,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1196,,,1,,2024-08-07 07:05:24.452
1419,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1197,,,1,,2024-08-07 07:05:24.452
1420,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1198,,,1,,2024-08-07 07:05:24.452
1421,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1199,,,1,,2024-08-07 07:05:24.452
1422,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1200,,,1,,2024-08-07 07:05:24.452
1423,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1201,,,1,,2024-08-07 07:05:24.452
1424,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1202,,,1,,2024-08-07 07:05:24.452
1425,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1203,,,1,,2024-08-07 07:05:24.452
1426,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1204,,,1,,2024-08-07 07:05:24.452
1427,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1205,,,1,,2024-08-07 07:05:24.452
1428,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1206,,,1,,2024-08-07 07:05:24.452
1429,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1207,,,1,,2024-08-07 07:05:24.452
1430,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1208,,,1,,2024-08-07 07:05:24.452
1431,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1209,,,1,,2024-08-07 07:05:24.452
1432,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1210,,,1,,2024-08-07 07:05:24.452
1433,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1211,,,1,,2024-08-07 07:05:24.452
1434,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1212,,,1,,2024-08-07 07:05:24.452
1435,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1213,,,1,,2024-08-07 07:05:24.452
1436,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1214,,,1,,2024-08-07 07:05:24.452
1437,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1215,,,1,,2024-08-07 07:05:24.452
1438,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1216,,,1,,2024-08-07 07:05:24.452
1439,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1217,,,1,,2024-08-07 07:05:24.452
1440,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1218,,,1,,2024-08-07 07:05:24.452
1441,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1219,,,1,,2024-08-07 07:05:24.452
1442,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1220,,,1,,2024-08-07 07:05:24.452
1443,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1221,,,1,,2024-08-07 07:05:24.452
1444,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1222,,,1,,2024-08-07 07:05:24.452
1445,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1223,,,1,,2024-08-07 07:05:24.452
1446,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1224,,,1,,2024-08-07 07:05:24.452
1447,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1225,,,1,,2024-08-07 07:05:24.452
1448,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1226,,,1,,2024-08-07 07:05:24.452
1449,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1227,,,1,,2024-08-07 07:05:24.452
1450,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1228,,,1,,2024-08-07 07:05:24.452
1451,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1229,,,1,,2024-08-07 07:05:24.452
1452,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1230,,,1,,2024-08-07 07:05:24.452
1453,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1231,,,1,,2024-08-07 07:05:24.452
1454,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1232,,,1,,2024-08-07 07:05:24.452
1455,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1233,,,1,,2024-08-07 07:05:24.452
1456,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1234,,,1,,2024-08-07 07:05:24.452
1457,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1235,,,1,,2024-08-07 07:05:24.452
1458,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1236,,,1,,2024-08-07 07:05:24.452
1459,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1237,,,1,,2024-08-07 07:05:24.452
1460,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1238,,,1,,2024-08-07 07:05:24.452
1461,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1239,,,1,,2024-08-07 07:05:24.452
1462,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1240,,,1,,2024-08-07 07:05:24.452
1463,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1241,,,1,,2024-08-07 07:05:24.452
1464,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1242,,,1,,2024-08-07 07:05:24.452
1465,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1243,,,1,,2024-08-07 07:05:24.452
1466,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1244,,,1,,2024-08-07 07:05:24.452
1467,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1245,,,1,,2024-08-07 07:05:24.452
1468,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1246,,,1,,2024-08-07 07:05:24.452
1469,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1247,,,1,,2024-08-07 07:05:24.452
1470,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1248,,,1,,2024-08-07 07:05:24.452
1471,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1249,,,1,,2024-08-07 07:05:24.452
1472,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1250,,,1,,2024-08-07 07:05:24.452
1473,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1251,,,1,,2024-08-07 07:05:24.452
1474,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1252,,,1,,2024-08-07 07:05:24.452
1475,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1253,,,1,,2024-08-07 07:05:24.452
1476,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1254,,,1,,2024-08-07 07:05:24.452
1477,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,1255,,,1,,2024-08-07 07:05:24.452
1510,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,3,4.0,,,265,"Row(member0=Timestamp('2024-01-11 09:52:12'), member1=None)",,2,,2024-08-07 07:05:24.452
1511,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,266,,,2,,2024-08-07 07:05:24.452
1512,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,267,,,2,,2024-08-07 07:05:24.452
1513,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,268,,,2,,2024-08-07 07:05:24.452
1514,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,269,,,2,,2024-08-07 07:05:24.452
1515,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,270,,,2,,2024-08-07 07:05:24.452
1516,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,271,,,2,,2024-08-07 07:05:24.452
1517,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,272,,,2,,2024-08-07 07:05:24.452
1518,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,273,,,2,,2024-08-07 07:05:24.452
1519,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,274,,,2,,2024-08-07 07:05:24.452
1520,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,275,,,2,,2024-08-07 07:05:24.452
1521,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,276,,,2,,2024-08-07 07:05:24.452
1522,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,277,,,2,,2024-08-07 07:05:24.452
1523,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,278,,,2,,2024-08-07 07:05:24.452
1524,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,279,,,2,,2024-08-07 07:05:24.452
1525,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,280,,,2,,2024-08-07 07:05:24.452
1526,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,281,,,2,,2024-08-07 07:05:24.452
1527,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,282,,,2,,2024-08-07 07:05:24.452
1528,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,283,,,2,,2024-08-07 07:05:24.452
1529,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,284,,,2,,2024-08-07 07:05:24.452
1530,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,285,,,2,,2024-08-07 07:05:24.452
1531,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,286,,,2,,2024-08-07 07:05:24.452
1532,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,287,,,2,,2024-08-07 07:05:24.452
1533,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,288,,,2,,2024-08-07 07:05:24.452
1534,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,289,,,2,,2024-08-07 07:05:24.452
1535,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,290,,,2,,2024-08-07 07:05:24.452
1536,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,291,,,2,,2024-08-07 07:05:24.452
1537,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,292,,,2,,2024-08-07 07:05:24.452
1538,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,293,,,2,,2024-08-07 07:05:24.452
1539,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,294,,,2,,2024-08-07 07:05:24.452
1540,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,295,,,2,,2024-08-07 07:05:24.452
1541,Y,1,"Row(member0=Timestamp('2022-12-14 10:09:32'), member1=None)",,N,,,0,,,,296,,,2,,2024-08-07 07:05:24.452
